Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
753,Open the Lock,open-the-lock,"You have a lock in front of you with 4 circular wheels. Each wheel has 10 slots: '0', '1', '2', '3', '4', '5', '6', '7', '8', '9'. The wheels can rotate freely and wrap around: for example we can turn '9' to be '0', or '0' to be '9'. Each move consists of turning one wheel one slot. The lock initially starts at '0000', a string representing the state of the 4 wheels. You are given a list of deadends dead ends, meaning if the lock displays any of these codes, the wheels of the lock will stop turning and you will be unable to open it. Given a target representing the value of the wheels that will unlock the lock, return the minimum total number of turns required to open the lock, or -1 if it is impossible. ","Array,Hash Table,String,Breadth-First Search",Medium,55.3,286226,158379,2748,93,"We can think of this problem as a shortest path problem on a graph: there are `10000` nodes (strings `'0000'` to `'9999'`), and there is an edge between two nodes if they differ in one digit, that digit differs by 1 (wrapping around, so `'0'` and `'9'` differ by 1), and if *both* nodes are not in `deadends`.",,
754,Cracking the Safe,cracking-the-safe,"There is a safe protected by a password. The password is a sequence of n digits where each digit can be in the range [0, k - 1]. The safe has a peculiar way of checking the password. When you enter in a sequence, it checks the most recent n digits that were entered each time you type a digit. Return any string of minimum length that will unlock the safe at some point of entering it. ","Depth-First Search,Graph,Eulerian Circuit",Hard,54.6,83640,45652,194,36,"We can think of this problem as the problem of finding an Euler path (a path visiting every edge exactly once) on the following graph: there are $$k^{n-1}$$ nodes with each node having $$k$$ edges.  It turns out this graph always has an Eulerian circuit (path starting where it ends.)

We should visit each node in ""post-order"" so as to not get stuck in the graph prematurely.",,
755,Reach a Number,reach-a-number,"You are standing at position 0 on an infinite number line. There is a destination at position target. You can make some number of moves numMoves so that: Given the integer target, return the minimum number of moves required (i.e., the minimum numMoves) to reach the destination. ","Math,Binary Search",Medium,41.8,91375,38208,1102,660,,,
756,Pour Water,pour-water,,"Array,Simulation",Medium,45.5,65750,29923,258,601,,42,Trapping Rain Water
757,Pyramid Transition Matrix,pyramid-transition-matrix,"You are stacking blocks to form a pyramid. Each block has a color, which is represented by a single letter. Each row of blocks contains one less block than the row beneath it and is centered on top. To make the pyramid aesthetically pleasing, there are only specific triangular patterns that are allowed. A triangular pattern consists of a single block stacked on top of two blocks. The patterns are given as a list of three-letter strings allowed, where the first two characters of a pattern represent the left and right bottom blocks respectively, and the third character is the top block. You start with a bottom row of blocks bottom, given as a single string, that you must use as the base of the pyramid. Given bottom and allowed, return true if you can build the pyramid all the way to the top such that every triangular pattern in the pyramid is in allowed, or false otherwise. ","Bit Manipulation,Depth-First Search,Breadth-First Search",Medium,54.6,49490,27038,450,427,,,
758,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,,"Linked List,Stack,Tree,Depth-First Search,Binary Search Tree,Binary Tree,Doubly-Linked List",Medium,64.3,320660,206269,2144,175,,94,Binary Tree Inorder Traversal
759,Set Intersection Size At Least Two,set-intersection-size-at-least-two,"An integer interval [a, b] (for integers a < b) is a set of all consecutive integers from a to b, including a and b. Find the minimum size of a set S such that for every integer interval A in intervals, the intersection of S with A has a size of at least two. ","Array,Greedy,Sorting",Hard,43.1,35767,15431,445,59,,,
760,Bold Words in String,bold-words-in-string,,"Array,Hash Table,String,Trie,String Matching",Medium,50.2,32809,16464,234,117,"First, determine which letters are bold and store that information in mask[i] = if i-th character is bold.
Then, insert the tags at the beginning and end of groups.  The start of a group is if and only if (mask[i] and (i == 0 or not mask[i-1])), and the end of a group is similar.",,
761,Employee Free Time,employee-free-time,,"Array,Sorting,Heap (Priority Queue)",Hard,71.0,148539,105458,1371,86,"Take all the intervals and do an ""events"" (or ""line sweep"") approach - an event of (x, OPEN) increases the number of active intervals, while (x, CLOSE) decreases it.

Processing in sorted order from left to right, if the number of active intervals is zero, then you crossed a region of common free time.","56,1028","Merge Intervals,Interval List Intersections"
762,Find Anagram Mappings,find-anagram-mappings,,"Array,Hash Table",Easy,82.7,97445,80568,484,194,"Create a hashmap so that D[x] = i  whenever B[i] = x.  Then, the answer is [D[x] for x in A].",,
763,Special Binary String,special-binary-string,"Special binary strings are binary strings with the following two properties: You are given a special binary string s. A move consists of choosing two consecutive, non-empty, special substrings of s, and swapping them. Two strings are consecutive if the last character of the first string is exactly one index before the first character of the second string. Return the lexicographically largest resulting string possible after applying the mentioned operations on the string. ","String,Recursion",Hard,59.9,22164,13266,529,168,"Draw a line from (x, y) to (x+1, y+1) if we see a ""1"", else to (x+1, y-1).
A special substring is just a line that starts and ends at the same y-coordinate, and that is the lowest y-coordinate reached.
Call a mountain a special substring with no special prefixes - ie. only at the beginning and end is the lowest y-coordinate reached.
If F is the answer function, and S has mountain decomposition M1,M2,M3,...,Mk,  then the answer is:
reverse_sorted(F(M1), F(M2), ..., F(Mk)).
However, you'll also need to deal with the case that S is a mountain, such as 11011000 -> 11100100.",678,Valid Parenthesis String
